web-scraper-order,web-scraper-start-url,category,category-href,plant,plant-href,name,description,price,water,light
"1682093263-103","https://piante.ca/#","Small Plants","https://piante.ca/collections/small-plants","4"" Juniper Bonsai
$30.99","https://piante.ca/collections/small-plants/products/4-juniper-bonsai","4"" Juniper Bonsai","Recognized as one of the most popular types of bonsai, Juniper has been a favorite of many bonsai enthusiasts for its impressive appearance. It’s great for beginners, too, since it’s easy to care for and won’t mind if you pay a little attention. Depending on the type of Juniper Bonsai, the leaves can either be scale-like or needle-like. Its small form, combined with lush greenery, adds a dramatic display to your space.","$30.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093265-104","https://piante.ca/#","Small Plants","https://piante.ca/collections/small-plants","3.25"" Pitcher Plant
$27.99","https://piante.ca/collections/small-plants/products/325-pitcher-plant","3.25"" Pitcher Plant","The Pitcher Plant is one of the most fascinating carnivorous plants that can attract anyone’s attention in an instant. A great conversation piece, it flaunts fleshy funnels or pitcher-like tubes that trap insects and small animals. The elongated, pitcher-like traps, in fact, are the plant’s specialized leaves. It’s the perfect plant if you’re looking to add an exotic plant display in your home, office, or garden.","$27.99","These plants require frequent irrigation to achieve the best performance. They need watering 3 to 4 times a week since these plants are typically fast-growing and shallow-rooted.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093270-105","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Melanocrater
from $23.99","https://piante.ca/collections/mini-plants/products/tillandsia-melanocrater","Tillandsia Melanocrater","Tillandsia Melanocrater is a type of air plant native to Central America. A famed not-so-ordinary houseplant that your guests will surely adore, this epiphytic species produces thin, long, and hard leaves that culminate in a sharp tip. The grassy leaves are deep green, while the flowers are long and blue, pink, or purple with small “ears.” After flowering, this low maintenance plant will die, but the “pups” or offsets produced around the base will continue the life cycle.","$23.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093272-106","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Alocasia Silver Dragon
$22.99","https://piante.ca/collections/mini-plants/products/25-alocasia-silver-dragon","2.5"" Alocasia Silver Dragon","This rare species of Alocasia is recognized for its large, broad, and arrow-shaped leaves. The Silver dragon flaunts striking white leaves with dark veins, making this intriguing plant even more eye-catching and décor-worthy.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093275-107","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Cebu Blue Pothos
$22.99","https://piante.ca/collections/mini-plants/products/2-5-cebu-blue-pothos","2.5"" Cebu Blue Pothos","The Cebu Blue Pothos is a low-maintenance tropical plant thrive in a wide range of light conditions. The plant can trail, climb, and can be a solid addition to pretty much any indoor garden. Cebu Blue can typically grow anywhere from 4 to 40 feet tall. One of the things that makes this plant really unique is the difference between how the juvenile and mature plant look.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093277-108","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Earth Star
$19.99","https://piante.ca/collections/mini-plants/products/25-earth-star","2.5"" Earth Star","This rosette-shaped plant, typically known by its scientific name Cryptanthus bromeliads, is sure to brighten up any space with its unique shape and varied colours. Each leaf has a green strip down its center, surrounderd by more varied colours. Due to its tolerance for different care conditions, this plant is great to have in an office, but it's colours may fade if not given adequat light.","$19.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093279-109","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Juncea
from $23.99","https://piante.ca/collections/mini-plants/products/tillandsia-juncea","Tillandsia Juncea","Tillandsia Juncea is a large air plant with a rosette of tall, grassy, silver-green to dark green foliage. This unique feature gives this beginner-friendly plant a towering appearance, making it suitable for narrow vases, hanging baskets, and terrariums. It also features purple tubular flowers and leathery, reddish flowering bracts.","$23.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093282-110","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Dwarf Watermelon Peperomia
$18.99","https://piante.ca/collections/mini-plants/products/25-dwarf-watermelon-peperomia","2.5"" Dwarf Watermelon Peperomia","Named for its resemblance to the rind of a watermelon, this variety of peperomia typically maintains its compact size and bushy rosette appearance as it grows. Due to its small size, Dwarf Watermelon Peperomia looks great when placed amongst groups of other plants or tucked in with your current home decor. It is a great plant for beginners as they aren't temperamental.","$18.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093284-111","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Baby Toes
$25.99","https://piante.ca/collections/mini-plants/products/25-baby-toes","2.5"" Baby Toes","Baby Toes comes from the same family as Lithops and are a type of succulent with an unusual and interesting form. A favourite of many succulent collectors, this slow-growing miniature plant gives the appearance of having tiny toes similar to infants! You’d find them in fun colours and patterns that vary depending on the variety. Give this plant the right care, and it will send up a beautiful large, shiny flower in yellow, white, or pink.","$25.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093287-112","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Fishbone Cactus
$20.99","https://piante.ca/collections/mini-plants/products/25-fish-bone-cactus","2.5"" Fishbone Cactus","An easy-to-care-for plant with a ton of personality, the Fishbone cactus is a great option for all levels of green thumbs. Incorporate this quirky cactus into your home decor as a table-top companion, or show off the zig-zag foliage in a hanging basket or on the edge of a shelf as they grow and start to trail. As a jungle cactus, your Fishbone will need to be watered more often than its desert cousins. Be sure to water once the top few inches of soil are dry. Although it is rare, Fishbone Cactus produce large, night-blooming flowers in Autumn that last only a day.","$20.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093289-113","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Aloe Vera
$18.99","https://piante.ca/collections/mini-plants/products/25-aloe-vera","2.5"" Aloe Vera","One of the most forgiving and beginner-friendly houseplants you’d find is an Aloe Vera. Great for either indoors or outdoors in the summer, it has gained popularity for its striking blue-green, green, or grey-green leaves, health benefits, and air-purifying ability. The leaves of this short-stemmed succulent are thick and fleshy, with some varieties exhibiting white specks on the surface and serrated margins. Matured aloe vera plants show a beautiful display of long flowering stems.","$18.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093292-114","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" String of Banana
$18.99","https://piante.ca/collections/mini-plants/products/25-string-of-banana","2.5"" String of Banana","Similar to String of Pearls, this succulent is easy to spot with its elongated, banana shaped leaves. String of Banana plants are fast-growing with thick stems, making them a great choice for propagation. Keep this succulent somewhere high, so you can appreciate their beautiful trailing vines.","$18.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093294-115","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Brach Abdita
from $23.99","https://piante.ca/collections/mini-plants/products/tillandsia-brach-abdita","Tillandsia Brach Abdita","Tillandsia Brach Adbita is a type of air plant native to Central America. A famed not-so-ordinary houseplant that your guests will surely adore, this epiphytic species produces short, wide, and soft leaves. The fuzzy leaves vary from pale green to a soft peach in colour, while the flowers are long and blue, pink, or purple with small “ears.” After flowering, this low maintenance plant will die, but the “pups” or offsets produced around the base will continue the life cycle.","$23.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093297-116","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Capitata Peach
from $26.99","https://piante.ca/collections/mini-plants/products/tillandsia-capitata-peach","Tillandsia Capitata Peach","Tillandsia Capitata Peach is a type of air plant native to Central America. A famed not-so-ordinary houseplant that your guests will surely adore, this epiphytic species produces long, wide, and soft leaves. The fuzzy leaves vary from pale green to a soft peach in colour, while the flowers are long and blue, pink, or purple with small “ears.” After flowering, this low maintenance plant will die, but the “pups” or offsets produced around the base will continue the life cycle.","$26.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093299-117","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Red Sun Philodendron
$22.99","https://piante.ca/collections/mini-plants/products/2-5-red-sun-philodendron","2.5"" Red Sun Philodendron","Red Sun Philodendron is a gorgeous tropical house plant, with it's gorgeous red leaves that can vary from a soft red to a deep crimson. Unlike most Philodendrons that are known for their stunning veins, this Philodendron grows upright and does not trail. Red Sun Philodendron is a compact, somewhat slow-growing plant that is perfect for tabletops, desks, or other surfaces.","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093302-118","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Moonshine Nephthytis
$22.99","https://piante.ca/collections/mini-plants/products/2-5-moonshine-nephthytis","2.5"" Moonshine Nephthytis","null","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093304-119","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Bulbosa
from $27.99","https://piante.ca/collections/mini-plants/products/tillandsia-bulbosa-pak-20","Tillandsia Bulbosa","Tillandsia Bulbosa is a type of air plant native to Central America. A famed not-so-ordinary houseplant that your guests will surely adore, this epiphytic species produces long, curling and soft leaves from a  bulbous base. The grassy leaves are emerald green, while the flowers are long and blue, pink, or purple with small “ears.” After flowering, this low maintenance plant will die, but the “pups” or offsets produced around the base will continue the life cycle.","$27.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093306-120","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Rubber Plant Shivereana Moonshine
$23.99","https://piante.ca/collections/mini-plants/products/2-5-rubber-plant-shivereana-moonshine","2.5"" Rubber Plant Shivereana Moonshine","null","$23.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093309-121","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Lady Finger Cactus
$22.99","https://piante.ca/collections/mini-plants/products/25-lady-finger-cactus","2.5"" Lady Finger Cactus","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093311-122","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Sansevieria Shark Fin
$22.99","https://piante.ca/collections/mini-plants/products/25-shark-fin-sansevieria","2.5"" Sansevieria Shark Fin","Also known as the ""Whale Fin"", this sansevieria exhibits wide, mottled leaves giving it the appearance of a fin. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even under neglect. Plus, they help clean the air and are a wonderful addition to any plant parent's family.","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093313-123","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Peperomia Ginny
$18.99","https://piante.ca/collections/mini-plants/products/25-peperomia-ginny","2.5"" Peperomia Ginny","This variety of Peperomia has creamy white and green variegated leaves, with a bright pink edges. It is a semi-succulent, which explains its waxy leaves and easy-going temperament. The Peperomia Ginny is a perfect plant for busy or forgettful plant parents because of its ability to store water in its leaves.","$18.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093316-124","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Rhipsalis Hatiora
$22.99","https://piante.ca/collections/mini-plants/products/25-rhipsalis-hatiora","2.5"" Rhipsalis Hatiora","Succulents are highly popular houseplants that come in various forms, sizes, colors, and blooms. Most of them present fascinating forms, while others exhibit spikes or a trailing habit. These plants have one thing in common, though. They have a water-storing capacity through their fleshy and thick stems, leaves, or roots. Regardless of which ones you’d pick, succulents present an exotic and fun display in your home or office.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093318-125","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Balloon Cactus
$22.99","https://piante.ca/collections/mini-plants/products/25-balloon-cactus","2.5"" Balloon Cactus","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093321-126","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Scarlet Ball Cactus
$22.99","https://piante.ca/collections/mini-plants/products/25-scarlet-ball-cactus","2.5"" Scarlet Ball Cactus","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093323-127","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Peperomia Taco Leaf
$18.99","https://piante.ca/collections/mini-plants/products/25-peperomia-taco-leaf","2.5"" Peperomia Taco Leaf","Also known as Peperomia nivalis, his variety of Peperomia has deep green leaves with a stripe of darker colour down the center, giving it the appearance of a taco shell. These leaves grow in compact clusters around short, stiff stmes. The Peperomia Taco Leaf is a perfect plant for busy or forgettful plant parents because of its ability to store water in its leaves.","$18.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093325-128","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Hoya Carnosa Tricolour
$22.99","https://piante.ca/collections/mini-plants/products/25-hoya-carnosa-tricolour","2.5"" Hoya Carnosa Tricolour","null","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093327-129","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Hairbrush Cactus
$22.99","https://piante.ca/collections/mini-plants/products/25-hair-brush-cactus","2.5"" Hairbrush Cactus","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","$22.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093330-130","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Jade Variegated
$18.99","https://piante.ca/collections/mini-plants/products/25-jade-variegated","2.5"" Jade Variegated","Jade Plants, also known as Lucky Plants or Friendship Plants, are beautiful and easy to care for. They are often given as gifts as they have been thought to bring good luck to their owners. Jades are succulent plants, which makes them fairly resilient and easy to grow indoors. They have dense formations of thick, waxy leaves and woody stems that can resemble miniature trees. Due to their easy-going nature, Jade plants often live for a long time and can grow as large as three feet or more when kept indoors. If they receive an abundance of light, the plant takes on a bright red border around its vibrant, green leaves.","$18.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093332-131","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Fairy Castle Cactus
$23.99","https://piante.ca/collections/mini-plants/products/25-fairy-castle-cactus","2.5"" Fairy Castle Cactus","Cacti are succulents, but their fleshy stems are what set them apart from the broad plant group. Unlike the others, these plants store water and moisture in their green, photosynthetic, and cylindrical or flattened stems. They come in different shapes, sizes, and colours, so you have plenty of choices! Give them the right care, and these prickly plants will show you beautiful flowers.","$23.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","High light plants require full sunlight to assume their full potential, which means they need at least 6 hours of direct, bright light a day. The brightest spot in your home is the best place to put them."
"1682093335-132","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Butzii
from $23.99","https://piante.ca/collections/mini-plants/products/tillandsia-butzii","Tillandsia Butzii","Tillandsia butzii is a type of air plant native to Central America. A famed not-so-ordinary houseplant that your guests will surely adore, this epiphytic species produces thin, long, and soft leaves from a speckled bulbous base. The grassy leaves are deep green with patches of brown, while the flowers are long and blue, pink, or purple with small “ears.” After flowering, this low maintenance plant will die, but the “pups” or offsets produced around the base will continue the life cycle.","$23.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093337-133","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Gasteria Succulent
$21.99","https://piante.ca/collections/mini-plants/products/25-gasteria-succulent","2.5"" Gasteria Succulent","Also known as ""Ox Tongue"", this succulent is a wonderful and unique addition to your collection. This succulent is known for its long, speckled, thick leaves and rough exterior. Like most succulents this variety is known for its low maintenance, just place by a bright window and watch it grow! But wait until they come into bloom, and their bell-shaped flowers will surely make a statement.","$21.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093339-134","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Sansevieria Francissii Spiky
$22.99","https://piante.ca/collections/mini-plants/products/25-sanseveria-silver-nymph","2.5"" Sansevieria Francissii Spiky","This cultivar of the ever-popular Sansevieria truly lives up to its name, needing very little maintenance, and even outright neglect! Spiky are easily identifiable by their thin, cylindrical leaves, tipped with a sharp thorn. These leaves are light, almost silvery-green covered in deeper green stripes.","$22.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093342-135","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Zebra Haworthia
$22.99","https://piante.ca/collections/mini-plants/products/25-zebra-haworthia","2.5"" Zebra Haworthia","Haworthias are small succulents known best for their exotic façade and striking leaves. They make great indoor plants for window sills, desks, counters, and much more. Lots of Haworthia types are on the market, and you’d see them in different forms and sizes. Some leaves can be long and tapered, or soft, opaque, and fleshy, depending on the variety. Many varieties have hairs, stripes, ridges, or bumps on the leaves that add to their uniqueness.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093344-136","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" String of Turtles
$19.99","https://piante.ca/collections/mini-plants/products/25-string-of-turtles","2.5"" String of Turtles","It is easy to see how String of Turtles get their name after you see their long trailing vines covered in 
beautiful leaves that resemble the shell of a turtle. Keep these plants in bright indirect light, else you might see large empty gaps between leaves. Put this succulent-like plant in a hanging basket and watch as it cascades over the sides.","$19.99","Low water plants only need watering once a week or once every two weeks. Allow the soil to dry completely before the next watering.","Plants that require medium to high light will grow best in sunny spots where they can receive filtered or direct sunlight. They make the perfect plants for any well-lit room in your house."
"1682093347-137","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Caput Medusae
from $22.99","https://piante.ca/collections/mini-plants/products/tillandsia-caput-medusae","Tillandsia Caput Medusae","Tillandsia Medusae is the kind of plant that brings an exotic flair to your space. Named after Medusa, it features silvery green, snake-shaped leaves that will remind you of the mythological Greek figure's famed snake hair. Wait until it blooms, and it will put on a beautiful display of white and purple flowers. This air plant grows on tree branches without soil and looks excellent in terrariums or vertical display.","$22.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093349-138","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","Tillandsia Ionantha v. Ionantha
from $22.99","https://piante.ca/collections/mini-plants/products/tillandsia-ionantha","Tillandsia Ionantha v. Ionantha","Also called the Sky Plant and Blushing Bride, Tillandsia Ionantha is one of the most colorful air plants that you could find. It flaunts layers upon layers of curled, thin, and silvery-green leaves and pink or red bracts at the top. As with other tillandsia, it will bloom with beautiful blue-violet flowers and produce young plants called pups before it deteriorates. This house plant’s undeniable charm is sure to turn heads wherever you put them.","$22.99","These are plants that have specialized water needs. They may require water types other than hard/tap or filtered water or different methods of watering.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093352-139","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Sansevieria Mikado Fernwood
$21.99","https://piante.ca/collections/mini-plants/products/25-sanseveria-mikado-fernwood","2.5"" Sansevieria Mikado Fernwood","Sansevieria Mikado Fernwood has a striking profile due to the dozens of thin cylindrical leaves seemingly erupting out of the soil in a fountain of variegated greens. Like other Sansevieria, Mikado Fernwood can grow in a variety of lighting conditions and can handle a little neglect. This plant is a must-have for any plant parent, old or new.","$21.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093355-140","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Sansevieria Boncel Starfish
from $0.00","https://piante.ca/collections/mini-plants/products/25-sanseveria-boncel-starfish","2.5"" Sansevieria Boncel Starfish","Sansevieria ‘Starfish’ is a compact variety of Sansevieria that’s great for small spaces. The leaves are light green, upright, and cylindrical. They emerge alternately from a central point at the base of the plant, forming a fan-like shape that resembles its namesake sea creature. Like other types of Snake Plants, this charming cultivar requires little maintenance and thrives even in neglect. Plus, they help clean the air, too!","$19.99","Plants with low to medium water requirements need at least once a week of watering. Water these plants when the soil feels dry to touch.","These plants perform well under low to medium light conditions. Place them in a room with a minimal light source or far from sunny windows, and they’re good to go."
"1682093357-141","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Calathea Vittata
$22.99","https://piante.ca/collections/mini-plants/products/25-calathea-vittata","2.5"" Calathea Vittata","This beautiful Calathea has stunning foliage that showcases dark and light green striped leaves. Like other varieties of Calathea, expect the leaves to open and close with the time of day. The Vittata makes a great indoor houseplant for shelves, window sills, or desks.","$22.99","Plants with medium or moderate water needs should be watered once or twice a week. They need moist soil throughout the growing season for optimum growth and flowering. Water these plants when the soil is dry to touch.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
"1682093360-142","https://piante.ca/#","Mini Plants","https://piante.ca/collections/mini-plants","2.5"" Peperomia Hope
$22.99","https://piante.ca/collections/mini-plants/products/25-peperomia-hope","2.5"" Peperomia Hope","Peperomia Hope is a hybrid between two other species of Peperomia: Peperomia Quadrifolia and Peperomia Deppeana. This variety is a low growing plant whose stems trail as they grow- making them ideal for hanging baskets or trailing off the edge of shelves. They are semi-succulents, which explains their shiny, waxy leaves and easy-going temperament. Due to their compact size, the Peperomia Hope plant can be easily incorporated into your home or office space.","$22.99","These are plants that need regular watering twice a week or once every five days or so. For these plants, it’s best to keep the soil evenly moist and watered.","These plants need filtered or dappled sunlight. You would want to place them in a well-lit room with windows, but away from direct light. A sunny window with sheer curtains is also a good idea."
